,passer_player_name,player_id,total_passing_yards,pass_yds_per_attempt,pass_attempts,passing_tds,first_down_passes,cmp,ints,cmp_percentage,epa,yac_sum,yac_avg,air_epa_avg,yac_epa_avg,air_wpa_avg,yac_wpa_avg,two_pt_sum,sacks,fumbles,fumbles_to_turnovers,td_rate,int_rate,rusher_player_name,rushing_tds,rushing_yds_sum,rushing_yds_avg,fpts
0,A.Dalton,00-0027973,361.0,10.617647058823529,61.0,2.0,17.0,34.0,0.0,0.5573770491803278,0.07456278018405235,128.0,3.764705882352941,0.4075591721369257,-0.20961592855947578,0.002986446980884826,0.0013711326463945956,0,3.0,0.0,0,0.03278688524590164,0.0,A.Dalton,0.0,12.0,4.0,23.639999999999997
1,A.O'Connell,00-0038579,2218.0,10.413145539906104,368.0,12.0,107.0,213.0,7.0,0.5788043478260869,-0.060761698748214125,1058.0,4.967136150234742,0.2368941388006034,-0.16277542713424398,0.004900728323660889,-0.006526735909721258,0,24.0,4.0,2,0.03260869565217391,0.019021739130434784,A.O'Connell,1.0,11.0,0.6470588235294118,125.82
2,A.Richardson,00-0039164,577.0,11.54,93.0,3.0,31.0,50.0,1.0,0.5376344086021505,0.017557941322020976,297.0,5.94,0.3612087924910677,-0.2562358883093153,0.010653561468990068,-0.008822865127224676,2,7.0,1.0,1,0.03225806451612903,0.010752688172043012,A.Richardson,4.0,136.0,5.44,72.68
3,B.Gabbert,00-0027948,185.0,10.277777777777779,36.0,0.0,8.0,18.0,3.0,0.5,-0.44842464181010466,118.0,6.555555555555555,-0.08237680938660316,-0.31654240229145086,0.0006440043449401857,-0.003732879720337223,0,1.0,0.0,0,0.0,0.08333333333333333,B.Gabbert,0.0,45.0,6.428571428571429,5.9
4,B.Hoyer,00-0026625,231.0,10.043478260869565,43.0,0.0,14.0,23.0,2.0,0.5348837209302325,-0.20420401752010264,80.0,3.4782608695652173,0.7956640238366417,-0.970687083343166,0.0019196539762474261,-0.0022371168154114384,0,1.0,0.0,0,0.0,0.046511627906976744,B.Hoyer,0.0,-3.0,-1.0,4.94
5,B.Mayfield,00-0034855,4044.0,11.10989010989011,610.0,28.0,188.0,364.0,10.0,0.5967213114754099,0.06345108809801069,1927.0,5.293956043956044,0.5485579040116014,-0.3633183600318148,0.00340409772121557,0.0015784533414803586,2,40.0,7.0,3,0.04590163934426229,0.01639344262295082,B.Mayfield,1.0,163.0,2.629032258064516,274.06
6,B.Purdy,00-0037834,4280.0,13.896103896103897,472.0,31.0,192.0,308.0,11.0,0.652542372881356,0.29417861586546884,2034.0,6.603896103896104,0.4973950881132558,-0.07128336416109007,0.0026213727061352005,0.004534548357694934,0,28.0,3.0,2,0.06567796610169492,0.023305084745762712,B.Purdy,2.0,144.0,3.6923076923076925,295.59999999999997
7,B.Rypien,00-0034955,172.0,9.555555555555555,40.0,0.0,8.0,18.0,1.0,0.45,-0.49313228768533596,84.0,4.666666666666667,0.4608013921265645,-0.7767720066876856,0.025261962555783918,-0.027945560074792763,0,2.0,1.0,0,0.0,0.025,0,0.0,0.0,0.0,4.88
8,B.Young,00-0039150,2877.0,9.133333333333333,590.0,11.0,133.0,315.0,10.0,0.5338983050847458,-0.2823036672108843,1300.0,4.126984126984127,0.4242718772778005,-0.4952360827518473,0.007620081201420833,-0.008022513108172582,1,62.0,7.0,7,0.01864406779661017,0.01694915254237288,B.Young,0.0,253.0,6.487179487179487,152.38
9,B.Zappe,00-0038108,1272.0,10.015748031496063,237.0,6.0,53.0,127.0,9.0,0.5358649789029536,-0.3629600818898432,637.0,5.015748031496063,0.3604953201488752,-0.5433540012291861,0.0006604506323935637,-0.004832487757969267,0,25.0,3.0,2,0.02531645569620253,0.0379746835443038,B.Zappe,1.0,83.0,4.882352941176471,67.17999999999999
