,passer_player_name,player_id,total_passing_yards,pass_yds_per_attempt,pass_attempts,passing_tds,first_down_passes,cmp,ints,cmp_percentage,epa,yac_sum,yac_avg,air_epa_avg,yac_epa_avg,air_wpa_avg,yac_wpa_avg,two_pt_sum,sacks,fumbles,fumbles_to_turnovers,td_rate,int_rate,rusher_player_name,rushing_tds,rushing_yds_sum,rushing_yds_avg,fpts
0,A.Dalton,00-0027973,989.0,9.330188679245284,168.0,7.0,50.0,106.0,6.0,0.6309523809523809,-0.15145560226477578,459.0,4.330188679245283,0.35451648772377664,-0.43986921346180285,0.004900298786768958,-0.004212302232895566,0,7.0,2.0,0,0.041666666666666664,0.03571428571428571,A.Dalton,0.0,34.0,3.090909090909091,58.96
1,A.O'Connell,00-0038579,1612.0,10.467532467532468,255.0,8.0,78.0,154.0,4.0,0.6039215686274509,0.009445739929336295,731.0,4.746753246753247,0.3636729961963734,-0.27227089805403026,-0.0007779306704028554,0.0026746945091003223,0,10.0,0.0,0,0.03137254901960784,0.01568627450980392,A.O'Connell,1.0,30.0,1.4285714285714286,97.48
2,A.Richardson,00-0039164,1814.0,14.396825396825397,279.0,8.0,73.0,126.0,12.0,0.45161290322580644,-0.15828008921050607,776.0,6.158730158730159,0.8126402370020354,-0.874990761876837,0.004576122728221462,-0.0046364919287079105,0,14.0,3.0,2,0.02867383512544803,0.043010752688172046,A.Richardson,6.0,499.0,5.8023255813953485,162.46
3,A.Rodgers,00-0023459,3897.0,10.589673913043478,627.0,28.0,192.0,368.0,11.0,0.5869218500797448,-0.002016908907897555,2122.0,5.766304347826087,0.3955237282968721,-0.2834434903092872,0.0035889076107073975,-5.4276799087060485e-05,2,40.0,5.0,2,0.044657097288676235,0.017543859649122806,A.Rodgers,0.0,107.0,4.863636363636363,256.58
4,B.Allen,00-0032434,199.0,11.705882352941176,32.0,1.0,8.0,17.0,2.0,0.53125,-0.5460205277187687,116.0,6.823529411764706,0.3803539125384608,-0.7281686964960674,0.031239244827196536,-0.03321721239723653,0,2.0,2.0,1,0.03125,0.0625,0,0.0,0.0,0.0,5.960000000000001
5,B.Mayfield,00-0034855,4500.0,11.056511056511056,613.0,41.0,224.0,407.0,16.0,0.6639477977161501,0.17450192707157153,2430.0,5.9705159705159705,0.3987578116897112,-0.09006740492076692,0.004197179896934427,0.0027052337228859287,1,40.0,3.0,2,0.06688417618270799,0.026101141924959218,B.Mayfield,3.0,378.0,6.3,365.8
6,B.Nix,00-0039732,3775.0,10.039893617021276,592.0,29.0,170.0,376.0,12.0,0.6351351351351351,0.029742493634941778,2070.0,5.50531914893617,0.33515367253783146,-0.23053939866154308,0.006079250692609832,-0.003821069152991388,0,24.0,4.0,0,0.048986486486486486,0.02027027027027027,B.Nix,4.0,430.0,4.673913043478261,310.0
7,B.Purdy,00-0037834,3864.0,12.88,487.0,20.0,178.0,300.0,12.0,0.6160164271047228,0.15971801582748615,1622.0,5.406666666666666,0.6003387048358078,-0.317927734448896,0.0020705553937690998,0.0037851825515445685,0,31.0,3.0,3,0.04106776180698152,0.024640657084188913,B.Purdy,5.0,323.0,4.893939393939394,266.86
8,B.Young,00-0039150,2403.0,10.26923076923077,414.0,15.0,117.0,234.0,9.0,0.5652173913043478,-0.0732497342069134,969.0,4.141025641025641,0.6127657696052705,-0.5429926841621814,0.009287513519907144,-0.006177243858051895,0,29.0,2.0,1,0.036231884057971016,0.021739130434782608,B.Young,6.0,249.0,5.790697674418604,197.02
9,B.Zappe,00-0038108,170.0,10.625,32.0,1.0,8.0,16.0,2.0,0.5,-0.5265251690125182,101.0,6.3125,0.5876368176240869,-1.0792658806087394,5.231652082123575e-05,-0.008444007479185287,0,1.0,0.0,0,0.03125,0.0625,B.Zappe,0.0,2.0,1.0,7.000000000000001
10,C.Rush,00-0033662,1844.0,9.86096256684492,322.0,12.0,92.0,187.0,5.0,0.5807453416149069,-0.10042562740971778,942.0,5.037433155080214,0.31668300010412065,-0.31296843012578446,0.001481052647139851,-0.0009291122052475834,1,13.0,4.0,1,0.037267080745341616,0.015527950310559006,C.Rush,0.0,18.0,0.6923076923076923,113.56
11,C.Stroud,00-0039163,3727.0,11.092261904761905,584.0,20.0,187.0,336.0,12.0,0.5753424657534246,-0.022445466135455467,1664.0,4.9523809523809526,0.4819603055518653,-0.32757422811488773,0.005338887332486372,0.0007860714868791957,0,52.0,2.0,2,0.03424657534246575,0.02054794520547945,C.Stroud,0.0,233.0,4.480769230769231,224.38000000000002
12,C.Wentz,00-0032950,118.0,9.833333333333334,23.0,0.0,5.0,12.0,0.0,0.5217391304347826,-0.2937281832038827,68.0,5.666666666666667,0.09283557554437363,-0.10257039609745044,0.03982391335854405,-0.040155391420213175,0,4.0,0.0,0,0.0,0.0,C.Wentz,0.0,0.0,0.0,4.72
13,C.Williams,00-0039918,3541.0,10.08831908831909,640.0,20.0,171.0,351.0,6.0,0.5484375,-0.08742262638773837,1866.0,5.316239316239316,0.4732081069712512,-0.3578581845459497,0.0031254871821378215,-0.0012469908018669976,3,68.0,5.0,3,0.03125,0.009375,C.Williams,0.0,489.0,6.037037037037037,258.53999999999996
